id,x1,x2
1,-2.991,2.288
1,-1.247,1.960
1,-1.961,1.952
1,-3.104,2.285
1,-1.936,0.848
1,-2.445,4.379
1,-3.032,0.835
1,-2.677,1.040
1,-2.061,1.973
1,-1.164,2.402
1,-2.035,3.094
1,-0.239,3.659
1,-3.527,-0.461
1,-1.531,3.649
1,-3.363,0.707
1,-1.710,1.503
1,-2.131,0.509
1,-3.273,0.204
1,-1.595,2.387
1,-3.341,1.569
1,-2.523,2.135
1,-2.222,1.860
1,-2.872,-0.066
1,-3.442,0.824
1,-1.935,1.365
1,-2.815,1.614
1,-1.262,1.433
1,-0.724,0.887
1,-2.313,0.496
1,-1.480,1.256
1,-1.883,0.733
1,-2.442,1.908
1,-2.194,1.733
1,-2.198,1.193
1,-1.407,0.072
1,-0.449,1.953
1,-0.491,-1.252
1,-3.642,2.759
1,-2.140,1.165
1,-1.846,-0.287
1,-1.545,1.160
1,-0.544,0.625
1,-1.557,1.129
1,-1.871,3.504
1,-0.688,1.758
1,-3.453,1.803
1,-3.446,2.714
1,-2.441,0.915
1,-2.869,0.613
1,-1.547,2.838
2,-1.706,-0.808
2,-2.033,1.584
2,-1.888,0.129
2,-0.430,1.388
2,-0.962,-1.453
2,0.700,0.828
2,-0.326,-1.754
2,-1.458,0.732
2,0.007,0.708
2,-0.547,0.826
2,-1.126,2.083
2,-1.926,0.226
2,0.232,0.356
2,-1.684,-0.020
2,-1.554,-2.369
2,-1.363,0.566
2,-2.007,-0.199
2,-1.949,-1.065
2,-1.055,-0.713
2,2.909,-0.616
2,-0.807,0.980
2,-0.176,1.211
2,-1.832,1.708
2,-1.026,-0.241
2,-0.001,-2.302
2,1.215,0.519
2,-1.202,-0.064
2,-1.019,-0.135
2,-0.942,0.795
2,-0.089,0.915
2,-0.663,-1.632
2,-2.257,-0.653
2,-2.557,-1.650
2,-0.120,0.634
2,-1.638,1.024
2,-0.157,-0.692
2,-0.369,-0.835
2,0.584,0.744
2,-2.082,-0.711
2,-0.844,0.322
2,-0.546,0.712
2,-0.114,0.842
2,-1.950,-0.387
2,0.033,-0.764
2,-0.717,0.653
2,-2.048,1.010
2,-0.087,-0.432
2,-2.958,-0.492
2,-1.723,-0.334
2,0.294,0.923
3,-1.125,2.056
3,-1.741,-0.006
3,-1.663,0.581
3,-2.544,-0.653
3,-3.166,1.692
3,-2.383,1.009
3,-1.808,1.820
3,-3.769,0.623
3,-3.562,1.088
3,-3.061,-0.484
3,-3.517,0.181
3,-1.703,0.585
3,-3.471,1.452
3,-1.724,0.398
3,-2.486,2.006
3,-3.229,1.191
3,-3.195,1.849
3,-4.055,0.783
3,-3.116,1.532
3,-3.955,-0.821
3,-1.724,2.804
3,-1.765,0.548
3,-1.650,-0.631
3,-2.726,1.471
3,-1.906,1.112
3,-2.293,3.117
3,-2.880,0.102
3,-0.937,1.604
3,-1.780,0.961
3,-1.174,1.857
3,-1.423,1.054
3,-2.604,0.739
3,0.173,1.907
3,-0.654,0.405
3,-4.632,0.463
3,-2.041,1.794
3,-1.573,0.411
3,-2.577,2.275
3,-2.696,1.931
3,-2.239,1.910
3,-2.817,1.498
3,-3.018,2.349
3,-0.327,0.606
3,-2.028,2.816
3,-2.924,-0.711
3,-1.543,0.609
3,-1.693,1.816
3,-4.106,3.380
3,-3.070,2.252
3,-2.837,1.095
4,0.768,0.300
4,1.868,-1.069
4,3.071,-2.883
4,2.357,-1.598
4,2.492,-1.430
4,3.239,-1.185
4,1.675,0.090
4,3.572,1.073
4,-1.152,0.084
4,2.411,-0.666
4,2.761,-1.058
4,1.869,-1.119
4,3.291,-1.906
4,1.064,-0.786
4,1.787,-2.171
4,1.993,-0.502
4,0.098,-1.080
4,0.159,1.350
4,2.726,-0.059
4,2.308,-0.445
4,3.528,-0.095
4,3.032,-1.195
4,1.919,-2.076
4,2.062,-1.587
4,2.232,-2.270
4,1.991,0.087
4,2.309,-2.036
4,2.570,0.329
4,1.966,-1.030
4,1.745,-1.540
4,2.144,0.833
4,2.003,0.088
4,1.799,-1.220
4,2.951,-0.019
4,1.901,-0.802
4,3.171,-0.852
4,2.398,0.431
4,1.087,-0.845
4,2.238,-1.708
4,3.184,-1.182
4,0.204,-1.377
4,2.392,1.311
4,1.692,-1.210
4,0.700,-1.690
4,1.138,-0.628
4,-0.628,-1.492
4,-0.766,-2.103
4,3.755,-1.566
4,2.715,-2.029
4,3.575,0.239
5,-1.245,2.219
5,-0.338,0.763
5,-1.279,0.784
5,-1.871,1.102
5,-2.434,0.214
5,-2.126,1.478
5,-1.720,0.525
5,-0.723,0.256
5,-1.175,-0.215
5,-2.301,1.440
5,1.169,1.344
5,-1.390,0.067
5,-0.751,0.060
5,1.396,0.063
5,-1.044,1.707
5,0.852,0.201
5,-1.233,0.575
5,-0.579,0.342
5,-0.448,-1.147
5,-2.097,3.086
5,0.623,-0.015
5,-0.226,1.518
5,0.164,0.373
5,0.691,-0.159
5,1.155,1.123
5,0.376,1.463
5,-1.501,0.447
5,1.135,-2.658
5,0.297,0.177
5,0.063,-0.055
5,0.514,1.805
5,0.372,-0.301
5,-0.771,-0.023
5,-1.763,1.782
5,-0.094,0.169
5,-0.163,0.791
5,-0.709,0.884
5,0.404,1.318
5,0.716,0.367
5,-1.865,-0.339
5,1.157,1.513
5,-0.890,-0.398
5,-1.271,0.895
5,-0.195,0.951
5,-1.223,0.106
5,-0.996,1.468
